ID,Age,Marital_Status,Education,Income,MntFruits,MntMeatProducts,MntSweetProducts,NumWebPurchases,NumStorePurchases,NumWebVisitsMonth,Country
10595,32,Married,Graduation,30093,6,28,4,2,3,7,Spain
4855,48,Together,PhD,30351,0,24,3,3,2,9,US
5049,48,Together,PhD,30351,0,24,3,3,2,9,Spain
4967,62,Together,PhD,38201,0,23,0,5,5,8,SA
5255,36,Single,Graduation,0,1,3,263,27,0,1,AUS
9215,42,Married,PhD,43974,0,101,0,6,6,7,Canada
3525,52,Together,Graduation,38200,0,4,0,1,2,7,Spain
3619,62,Divorced,Basic,87305,25,501,138,5,8,2,AUS
4415,61,Married,Graduation,16860,4,4,3,1,3,7,Spain
3645,50,Single,PhD,27213,3,26,9,2,4,8,Spain
4692,46,Married,Graduation,7500,0,12,7,4,2,9,AUS
3955,57,Divorced,Graduation,4861,1,1,0,0,0,14,SA
5313,51,Married,Master,38196,0,11,0,2,4,5,Spain
7196,72,Married,PhD,41145,0,3,0,0,3,3,Canada
1381,40,Single,PhD,38513,3,115,0,6,5,8,Spain
10951,54,Married,Graduation,45688,0,18,0,3,8,4,Spain
4322,64,Together,PhD,77863,38,319,25,4,10,2,Spain
7444,53,Married,Master,42169,0,9,0,1,3,8,Spain
2942,58,Single,Graduation,45906,3,27,3,5,4,5,Spain
2874,34,Divorced,Basic,35388,4,7,3,1,3,7,SA
3667,53,Married,Graduation,80952,178,689,27,8,11,8,Germany
3697,68,Together,Graduation,39898,8,26,7,3,4,7,Canada
9955,68,Together,Graduation,39898,8,26,7,3,4,7,Spain
5320,49,Divorced,Master,44051,7,58,3,3,4,6,SA
6422,68,Married,Graduation,86718,189,482,33,5,5,2,India
3690,36,Married,Master,80141,102,673,40,7,10,6,Spain
2408,46,Married,Graduation,58597,0,184,28,7,9,7,India
9260,77,Married,PhD,70356,16,249,16,10,9,6,Canada
9648,55,Single,Graduation,46904,4,56,9,5,4,8,Spain
4939,76,Together,Graduation,37760,5,38,12,4,6,7,US
8652,76,Together,Graduation,37760,5,38,12,4,6,7,SA
4702,58,Single,Graduation,61839,155,379,17,4,4,8,Spain
2587,50,Married,PhD,29791,0,6,0,2,3,5,AUS
2811,59,Single,PhD,48918,0,9,0,1,4,4,Spain
9150,59,Single,PhD,48918,0,9,0,1,4,4,Spain
10127,57,Married,Graduation,58692,11,61,7,8,4,7,Canada
5493,46,Married,Graduation,39356,0,2,0,1,2,6,Spain
2666,50,Married,Master,76234,50,167,0,8,11,3,Canada
10099,38,Married,Graduation,55434,115,215,69,5,13,4,SA
10562,76,Married,Master,66835,26,195,17,6,13,2,India
7881,76,Married,Master,66835,26,195,17,6,13,2,Spain
6721,71,Married,Graduation,71965,19,286,38,6,5,3,Canada
5204,51,Together,Graduation,74538,98,733,112,8,5,3,Spain
5209,68,Divorced,Graduation,50002,5,71,16,8,7,7,SA
10128,64,Together,Graduation,53977,16,165,24,5,12,5,Canada
9284,64,Together,Graduation,53977,16,165,24,5,12,5,Spain
8643,51,Together,Graduation,69930,98,827,70,4,12,3,India
1685,55,Together,PhD,62981,14,590,44,4,13,3,Canada
2877,48,Together,Master,46014,0,59,9,7,8,7,SA
8369,35,Together,Graduation,18227,2,7,3,0,2,8,Spain
6233,46,Married,Graduation,65991,19,364,47,9,10,7,Spain
195,50,Single,Graduation,38808,17,52,19,5,4,8,Spain
1501,40,Married,PhD,160803,16,1622,3,0,1,0,US
10846,44,Married,Master,43783,9,125,4,7,8,7,Canada
8341,53,Married,PhD,30396,0,6,1,1,2,7,Spain
10766,58,Married,PhD,65526,19,69,0,4,8,2,Spain
9971,58,Married,PhD,65526,19,69,0,4,8,2,SA
1740,78,Married,Graduation,55956,38,104,9,7,4,4,Spain
8737,44,Divorced,Graduation,55563,1,9,0,2,3,3,Spain
6466,57,Married,PhD,57236,0,9,1,2,4,3,Spain
10430,49,Divorced,Graduation,89694,28,211,28,4,4,5,AUS
8773,51,Together,Master,57420,0,18,0,5,6,7,US
2371,50,Married,Graduation,33622,1,22,4,2,4,7,Germany
7786,36,Single,PhD,29999,7,59,5,3,4,8,Spain
4088,60,Together,PhD,31497,1,28,1,3,4,8,Spain
4971,60,Together,PhD,31497,1,28,1,3,4,8,SA
10560,42,Single,PhD,36802,1,2,0,1,3,5,Spain
6892,54,Divorced,Graduation,61671,7,56,0,10,6,8,Spain
11004,129,Single,Basic,60182,0,5,0,1,2,4,SA
1818,51,Together,PhD,29732,0,8,1,2,2,9,Canada
9485,36,Married,PhD,45921,9,49,3,2,6,4,SA
6646,38,Together,Graduation,16529,0,5,0,1,3,6,Canada
4248,62,Single,Master,98777,19,711,115,4,9,1,Spain
7451,62,Single,Master,98777,19,711,115,4,9,1,Spain
7861,70,Married,Master,77027,57,242,0,8,6,4,Spain
5232,57,Married,Graduation,69139,12,75,15,4,5,4,Spain
3011,57,Married,Graduation,69139,12,75,15,4,5,4,SA
5758,40,Married,Graduation,65169,0,69,0,10,13,6,Spain
2173,70,Widow,Graduation,40049,6,7,3,1,3,6,Spain
10711,77,Married,Graduation,69755,77,373,23,3,12,1,SA
8268,61,Married,PhD,0,0,27,0,6,7,6,Canada
2782,61,Married,PhD,54456,0,27,0,6,7,6,Spain
9432,45,Together,Graduation,666666,14,18,1,3,3,6,SA
5872,71,Single,Graduation,60689,90,216,6,4,10,3,US
11187,44,Single,Basic,26487,8,10,14,2,3,5,Canada
2428,52,Married,Graduation,28164,18,26,8,2,4,7,Germany
1726,52,Single,Graduation,22585,9,15,2,1,2,9,Spain
1802,51,Married,Graduation,64795,5,119,29,3,12,2,Spain
1162,35,Single,PhD,42000,83,267,59,5,11,5,Spain
10643,35,Single,PhD,42000,83,267,59,5,11,5,AUS
11112,56,Together,Graduation,70713,114,279,76,5,8,3,Spain
2114,76,Single,PhD,82800,22,115,68,7,12,3,US
4261,76,Single,PhD,82800,22,115,68,7,12,3,SA
2457,47,Married,Basic,30801,4,5,2,1,3,7,Spain
2495,48,Married,Master,83891,38,350,85,4,10,1,Spain
6983,72,Divorced,Master,38054,2,17,1,2,3,7,India
3436,53,Married,Graduation,14045,0,5,1,1,3,7,Spain
7505,65,Married,PhD,44155,1,9,0,1,2,4,Spain
4286,52,Single,PhD,57642,6,58,0,7,6,4,India
7224,45,Married,Graduation,31353,0,10,1,1,2,8,India
6215,45,Married,Graduation,31353,0,10,1,1,2,8,SA
968,54,Divorced,Master,41335,19,21,14,4,4,7,AUS
4096,54,Divorced,Master,41335,19,21,14,4,4,7,US
3153,65,Single,PhD,40737,0,4,0,1,2,8,SA
6504,47,Together,Basic,19789,5,9,6,2,3,5,Spain
5329,73,Divorced,PhD,35946,0,3,0,0,3,5,AUS
1175,39,Married,Master,36262,39,54,28,3,3,6,Spain
1377,68,Widow,Master,44551,4,33,0,4,5,7,SA
4607,63,Together,Graduation,71367,23,389,21,4,7,2,Spain
4944,63,Together,Graduation,71367,23,389,21,4,7,2,Spain
9483,63,Together,Graduation,57957,59,177,5,4,8,3,Canada
1378,50,Together,Basic,50334,16,160,16,7,6,6,SA
5991,73,Married,Master,48150,2,39,2,5,4,7,Germany
2807,53,Married,Graduation,56796,38,161,47,8,7,7,Spain
1052,53,Married,Graduation,56796,38,161,47,8,7,7,AUS
9760,59,Widow,PhD,52278,0,71,0,10,10,8,SA
7101,59,Widow,PhD,52278,0,71,0,10,10,8,Spain
9909,26,Married,Basic,7500,18,14,22,3,3,9,AUS
5907,70,Married,Master,33444,0,8,0,1,2,8,Spain
793,49,Married,Graduation,20895,3,17,0,2,3,9,AUS
8832,46,Together,Master,37509,5,56,8,3,4,7,Germany
2535,44,Married,Master,88097,0,480,126,6,8,9,Spain
1523,49,Married,Graduation,59041,2,15,2,2,4,5,SA
1839,48,Single,Graduation,43322,7,48,2,3,4,7,India
9972,67,Together,PhD,46015,0,2,0,1,3,7,SA
2945,67,Together,PhD,46015,0,2,0,1,3,7,Canada
9291,63,Married,Master,34242,2,4,0,0,3,5,Spain
2829,67,Married,Graduation,65210,0,70,7,9,8,6,Canada
8594,64,Widow,PhD,50520,0,6,1,3,3,6,Spain
1592,52,Married,Graduation,90765,99,812,82,4,5,1,Canada
4310,78,Married,Graduation,80589,93,520,40,5,5,1,AUS
6950,64,Married,Master,49572,1,16,1,2,3,7,Canada
8492,44,Together,Graduation,75437,0,545,58,8,10,6,Spain
5684,51,Divorced,Master,44635,0,9,0,2,3,7,Spain
5909,58,Married,Graduation,58512,10,101,0,3,8,8,Germany
9855,70,Single,PhD,62000,0,101,0,6,13,4,Spain
975,66,Single,Graduation,54252,4,26,4,4,5,6,AUS
8754,48,Together,PhD,45068,0,3,0,1,2,7,Spain
1456,43,Single,Graduation,60474,199,303,9,10,12,7,India
2849,43,Single,Graduation,60474,199,303,9,10,12,7,Canada
9984,41,Married,Basic,56337,16,144,5,8,4,8,Spain
5527,35,Together,Graduation,22434,12,11,13,2,3,8,Spain
5628,40,Together,Graduation,61416,154,323,61,10,10,6,US
7627,47,Married,Master,92163,183,797,163,5,5,2,Spain
1351,66,Together,Master,58656,12,194,24,7,13,6,Spain
10629,49,Married,Basic,0,3,43,4,3,3,8,Germany
10395,36,Single,Basic,8940,45,3,6,3,3,8,Spain
6961,48,Married,Graduation,26751,1,5,3,1,2,8,Spain
10196,44,Married,Graduation,71427,123,177,64,8,8,4,US
6182,38,Together,Graduation,26646,4,20,3,2,4,6,US
10432,48,Divorced,Graduation,19346,0,9,6,1,3,8,Canada
1542,47,Single,Graduation,56243,0,35,3,4,8,5,US
4220,52,Married,PhD,59892,0,13,1,2,3,3,Canada
4141,57,Together,Graduation,71613,49,127,21,8,10,4,US
1940,36,Married,Graduation,25252,3,4,2,1,2,8,AUS
1506,47,Single,Graduation,42160,9,45,15,2,4,6,Spain
6347,43,Single,Basic,15862,1,4,9,1,3,8,Spain
1361,48,Married,Master,82584,68,103,91,3,8,1,Spain
9422,33,Married,Graduation,38360,2,42,21,2,4,3,AUS
1081,65,Married,PhD,75283,9,180,19,6,5,4,SA
7458,66,Together,Master,34941,2,25,3,3,3,8,AUS
1012,70,Single,Graduation,61823,7,134,14,8,10,7,AUS
5453,66,Married,Master,90226,108,649,151,4,12,2,SA
6818,48,Married,Graduation,44989,0,106,10,5,5,6,Spain
7807,48,Married,Graduation,44989,0,106,10,5,5,6,Spain
7532,42,Married,Graduation,43586,2,11,0,3,4,8,Germany
8346,48,Single,Graduation,32233,15,35,11,6,2,9,Spain
5564,53,Together,Graduation,62882,133,497,24,7,6,4,AUS
3267,59,Together,Master,57288,0,21,0,8,8,6,Canada
3091,41,Together,Basic,75774,21,134,14,7,8,4,SA
762,41,Together,Basic,75774,21,134,14,7,8,4,Spain
8029,34,Single,Master,90247,32,352,16,3,7,1,US
4376,62,Single,Basic,32218,24,15,1,2,3,7,Spain
10981,34,Married,Graduation,84219,137,400,137,3,10,1,SA
486,34,Married,Graduation,84219,137,400,137,3,10,1,Canada
1158,56,Divorced,Graduation,48877,1,15,0,3,4,7,Spain
9119,72,Together,Graduation,60905,17,76,17,3,7,2,US
6694,58,Married,Graduation,75236,66,400,38,8,13,4,Spain
10573,69,Divorced,Graduation,62551,16,98,21,6,4,3,India
10140,39,Together,PhD,70123,0,396,0,5,4,3,India
2286,60,Single,Graduation,50785,1,21,1,2,3,6,Canada
8420,52,Married,Basic,15315,4,13,8,2,4,5,Spain
10065,52,Married,Basic,15315,4,13,8,2,4,5,Spain
1029,52,Together,PhD,64413,5,44,10,5,5,5,Spain
4207,41,Married,PhD,87171,44,107,44,6,11,2,Spain
10277,61,Single,Graduation,30081,0,2,0,1,3,7,Spain
4436,46,Single,Graduation,20180,42,24,20,2,4,7,Spain
2929,46,Single,Graduation,20180,42,24,20,2,4,7,Spain
6281,56,Divorced,Graduation,55686,0,199,47,6,5,4,Spain
10390,63,Married,Basic,26887,7,4,4,1,3,6,Spain
2574,45,Married,PhD,61996,12,144,0,6,8,5,Spain
709,70,Divorced,Graduation,51537,20,204,0,2,11,8,SA
5955,60,Together,Graduation,72025,33,549,133,4,8,3,Spain
8486,51,Together,Master,30538,0,52,3,9,4,10,Spain
10343,31,Single,Basic,61618,91,399,45,3,8,3,India
6652,57,Married,Graduation,77343,151,573,54,3,9,1,Canada
8746,33,Married,Graduation,75433,0,297,34,2,10,6,Spain
4686,60,Widow,PhD,82571,31,558,95,6,13,2,Spain
3551,68,Together,Master,60033,1,57,11,2,5,2,Spain
4338,39,Single,Graduation,39062,0,9,0,1,3,4,Spain
4444,50,Married,Graduation,30023,0,16,6,2,3,8,Spain
498,52,Single,Graduation,30015,0,22,3,1,4,5,Spain
8230,42,Married,Graduation,33228,2,31,4,2,3,7,Spain
2826,55,Married,Graduation,22574,0,8,0,2,3,7,Spain
6222,55,Married,Graduation,22574,0,8,0,2,3,7,Spain
7352,65,Married,Graduation,55267,28,136,3,3,6,3,Canada
10928,64,Together,Graduation,66886,4,62,31,7,7,5,Spain
10736,51,Single,Graduation,72258,0,522,120,6,5,2,Canada
10163,38,Single,PhD,82733,50,420,38,8,7,4,Spain
6168,59,Divorced,Graduation,45146,0,5,0,1,2,4,India
4656,32,Single,Basic,51250,32,230,32,10,4,9,SA
626,71,Married,Graduation,32871,2,12,2,1,3,4,US
3870,44,Together,Basic,63855,35,314,116,7,13,4,Germany
6299,54,Divorced,PhD,42564,48,186,18,6,4,7,Canada
7798,50,Together,Basic,46344,20,57,20,7,5,7,Canada
9973,59,Married,Graduation,50437,9,92,9,7,8,7,Spain
4299,62,Together,Graduation,70971,17,572,125,11,5,7,Spain
10971,45,Single,Graduation,37774,8,107,2,7,3,9,Spain
9931,59,Married,PhD,4023,0,1,1,0,0,19,Spain
6679,56,Single,Graduation,33279,3,3,0,0,3,3,Spain
5961,44,Married,Graduation,42693,4,20,3,1,3,5,Spain
6255,70,Together,Master,70545,39,63,18,4,7,2,AUS
8614,65,Widow,Graduation,65486,19,125,67,4,10,2,AUS
7828,41,Together,Master,77882,129,396,22,3,5,1,SA
1277,62,Together,Graduation,78468,22,388,22,10,10,4,US
3595,59,Together,Graduation,77226,43,239,76,6,12,3,Spain
5735,31,Single,Master,90638,120,915,144,3,10,1,Spain
5350,31,Single,Master,90638,120,915,144,3,10,1,SA
4137,74,Together,Graduation,70666,40,367,122,7,4,4,AUS
6357,63,Divorced,Basic,59052,35,75,57,7,7,5,SA
9316,70,Together,Basic,13084,0,7,7,1,3,6,US
3578,73,Divorced,Graduation,49160,21,43,10,3,6,6,Spain
153,69,Divorced,Graduation,23272,3,6,2,1,3,4,Spain
10524,59,Divorced,Master,49476,23,95,41,2,5,2,Canada
1518,57,Married,Master,62694,6,157,91,9,7,7,Spain
2036,49,Together,PhD,57906,11,119,3,4,8,4,India
9495,40,Together,Graduation,71853,108,413,97,2,6,1,Spain
2631,40,Together,Graduation,71853,108,413,97,2,6,1,Spain
6312,63,Married,Graduation,65031,107,291,37,10,13,7,Germany
615,62,Together,Graduation,30507,36,74,20,5,4,7,Spain
4406,52,Together,Graduation,67419,84,352,56,9,8,5,Canada
10061,72,Married,Graduation,59462,17,143,8,9,12,7,US
10619,28,Single,Graduation,95529,29,890,27,7,7,3,SA
4945,69,Widow,Graduation,53653,10,239,10,10,12,6,Spain
1777,42,Married,Basic,25965,2,11,7,2,3,8,Spain
4023,52,Married,Graduation,22979,17,19,21,3,2,8,Spain
7922,71,Single,PhD,64950,0,72,0,11,10,7,SA
10699,37,Married,Graduation,44322,0,40,0,3,3,8,SA
7516,39,Married,Graduation,30096,3,11,5,2,3,6,Germany
3129,39,Married,Graduation,30096,3,11,5,2,3,6,Spain
5121,45,Single,Graduation,56628,5,82,17,7,5,5,Canada
2186,45,Together,Basic,82326,142,754,81,5,6,2,Spain
10548,27,Single,Graduation,71163,17,372,106,3,12,1,Germany
6384,44,Divorced,Graduation,71022,12,278,12,5,11,8,US
2625,68,Single,Basic,42607,29,56,32,3,7,3,SA
1676,47,Married,Graduation,43057,2,44,2,4,5,5,Spain
5534,47,Married,Master,47808,1,26,0,3,3,7,Spain
6859,35,Single,Graduation,29236,4,24,9,4,3,9,Spain
271,53,Widow,Graduation,40590,0,50,11,3,3,6,Canada
7699,53,Widow,Graduation,40590,0,50,11,3,3,6,Canada
7832,63,Married,Master,77520,44,396,88,8,7,4,Spain
938,41,Married,Graduation,40211,1,7,1,2,2,8,Spain
7873,49,Together,PhD,63516,11,114,14,4,7,5,Canada
9967,48,Divorced,Graduation,53034,15,196,11,6,7,8,US
1087,47,Together,Master,22669,14,36,22,4,2,9,Spain
8314,40,Married,Graduation,79908,129,761,185,5,7,2,Spain
3762,36,Single,PhD,69867,0,512,130,3,8,1,SA
10383,56,Divorced,Graduation,70287,35,482,120,5,10,3,AUS
6798,56,Single,Graduation,37070,7,137,15,5,8,7,SA
4168,56,Single,Graduation,37070,7,137,15,5,8,7,Spain
6690,56,Married,Master,38179,4,22,2,3,3,7,SA
10602,39,Married,Graduation,39922,12,59,1,3,4,8,India
3220,39,Married,Graduation,39922,12,59,1,3,4,8,Germany
5424,39,Married,Graduation,39922,12,59,1,3,4,8,SA
7488,59,Single,Master,64191,15,186,38,5,13,3,Spain
5289,47,Single,Basic,41658,4,12,4,1,2,4,AUS
347,46,Divorced,Graduation,40780,27,71,3,7,5,9,Canada
5236,43,Together,Graduation,77568,0,396,178,10,8,5,Spain
9478,37,Single,Graduation,66503,64,128,3,4,6,3,Spain
477,36,Married,Graduation,83512,61,835,20,4,10,1,Spain
7411,58,Married,PhD,31686,0,5,0,1,3,6,SA
3107,46,Together,Graduation,71322,24,124,15,4,7,2,AUS
7437,34,Single,Graduation,27938,0,8,1,1,4,3,AUS
255,71,Divorced,Graduation,22263,0,2,0,1,3,6,Spain
3790,66,Together,Graduation,34633,1,5,0,1,2,6,SA
749,41,Together,Graduation,42162,7,59,4,3,3,6,Spain
1503,46,Together,PhD,162397,1,16,1,0,1,1,Spain
8650,44,Widow,Graduation,54162,6,10,5,1,3,4,Spain
607,67,Divorced,Basic,41769,29,131,0,8,7,8,India
1008,41,Together,PhD,44953,17,133,8,7,13,6,Germany
9396,44,Married,PhD,37717,0,6,1,1,2,9,SA
933,44,Married,PhD,37717,0,6,1,1,2,9,Spain
5710,52,Together,Graduation,40548,0,5,0,2,4,5,AUS
2882,47,Divorced,Basic,67893,28,142,18,3,9,8,SA
2379,69,Single,Graduation,69267,44,499,73,3,5,7,SA
5342,46,Divorced,Basic,9548,1,3,6,1,3,8,Canada
3262,64,Single,Graduation,68281,112,417,48,2,13,5,Spain
5832,62,Together,Basic,92556,183,352,23,3,13,0,Spain
5025,43,Single,Graduation,48526,17,23,20,2,4,3,Spain
569,31,Single,Graduation,90273,129,853,74,5,7,2,Spain
3102,41,Together,Basic,19414,3,12,5,1,3,8,Canada
9449,64,Single,PhD,79761,5,124,35,5,11,3,SA
8104,71,Married,PhD,53312,0,12,0,5,5,7,Spain
75,40,Together,Basic,41039,11,137,61,8,5,8,US
6421,61,Together,Graduation,88347,178,555,138,4,9,1,Spain
3037,39,Married,PhD,50150,46,92,61,5,7,5,Canada
4698,39,Married,PhD,50150,46,92,61,5,7,5,Spain
948,51,Single,Graduation,10245,7,7,4,1,2,5,Spain
6177,37,Married,PhD,33454,10,56,1,4,4,8,US
3517,70,Single,Graduation,40887,4,44,10,3,3,9,Spain
3491,47,Together,Graduation,55914,60,364,101,11,8,7,US
7610,39,Together,Graduation,37292,0,86,23,6,5,8,Spain
4377,51,Married,Graduation,52914,10,44,10,7,3,7,Canada
9850,50,Married,Basic,24884,6,7,0,0,3,7,Spain
5544,52,Single,Graduation,67384,40,175,53,7,5,5,Spain
6497,62,Married,Graduation,51651,6,23,6,6,5,8,AUS
4543,42,Married,Graduation,82497,129,573,21,2,9,4,SA
5117,59,Married,Basic,32632,151,137,19,4,8,5,Spain
1448,59,Married,Master,33562,12,12,3,2,4,4,India
6887,55,Single,Graduation,79146,16,223,43,8,8,6,Germany
7500,55,Single,Graduation,79146,16,223,43,8,8,6,Spain
2724,41,Single,Master,36143,0,1,0,0,2,3,Spain
2256,49,Married,Master,27159,0,3,0,1,3,6,Spain
1100,62,Together,Master,41275,4,22,2,3,3,5,Canada
7725,57,Married,Basic,76800,26,255,71,4,7,1,India
2612,35,Married,Graduation,75794,160,625,32,7,12,3,SA
113,71,Married,Graduation,30833,0,7,1,1,3,5,Spain
2868,73,Single,PhD,26518,1,28,3,2,3,8,US
4216,41,Single,Graduation,91065,114,108,137,7,9,3,Spain
199,60,Single,Master,45183,3,60,9,4,7,7,Canada
359,72,Together,Graduation,48070,14,83,9,8,6,7,Spain
8842,51,Widow,Graduation,30372,0,12,3,2,3,7,Spain
2154,51,Widow,Graduation,30372,0,12,3,2,3,7,Spain
6050,47,Married,Basic,57036,43,219,14,6,13,9,India
9204,52,Widow,Graduation,66731,159,194,106,4,6,3,Spain
4472,52,Divorced,PhD,35682,0,8,2,1,3,2,AUS
6864,33,Divorced,Master,10979,4,10,2,3,3,5,AUS
10617,33,Divorced,Master,10979,4,10,2,3,3,5,Spain
3924,57,Divorced,PhD,57912,0,80,0,8,12,5,SA
5654,50,Married,Graduation,36026,4,10,4,2,3,6,AUS
9216,51,Married,Graduation,35788,2,11,1,2,3,6,Canada
8086,63,Married,Graduation,42243,0,2,0,2,3,7,SA
9097,66,Divorced,Graduation,46086,8,32,2,3,8,4,Spain
7631,44,Together,Master,61346,58,168,16,5,10,3,India
7275,51,Single,Master,33316,1,31,4,2,4,6,US
8334,51,Single,Master,33316,1,31,4,2,4,6,Spain
1987,35,Single,Basic,21063,10,11,3,2,3,6,Spain
2281,52,Single,Graduation,33697,3,7,3,1,2,7,Germany
7034,44,Married,Basic,25804,7,9,6,2,3,8,Canada
2797,45,Married,Graduation,72117,20,171,60,9,9,5,Spain
3934,56,Married,Graduation,61286,0,107,9,7,8,5,India
2493,56,Married,Graduation,61286,0,107,9,7,8,5,Germany
3759,64,Together,Graduation,65196,19,181,0,7,11,5,Spain
965,51,Divorced,Graduation,55635,65,164,49,7,7,6,US
7378,41,Together,Master,42021,5,136,5,10,6,9,Spain
1859,50,Married,Master,75251,111,925,18,7,5,5,Germany
6263,54,Together,Graduation,35322,9,37,7,2,4,8,Spain
2072,53,Together,PhD,53374,10,101,10,4,9,9,Canada
8908,63,Married,Graduation,87195,76,690,26,3,5,1,Canada
738,41,Single,Basic,42395,13,57,15,3,4,7,India
10129,56,Together,Graduation,82427,147,509,107,3,12,1,Spain
807,53,Together,Master,44602,2,89,0,6,4,8,India
3334,71,Married,Graduation,94642,143,797,143,5,9,1,Spain
5423,39,Together,Graduation,28359,0,5,1,1,2,7,SA
4426,47,Single,Graduation,55801,4,51,4,7,6,7,US
10489,49,Married,Graduation,92955,21,925,24,6,9,2,SA
2570,54,Together,Graduation,56534,7,61,0,10,7,8,Spain
3834,60,Single,Graduation,69627,161,215,30,8,11,5,US
590,52,Divorced,Master,78579,66,549,66,5,4,3,Spain
4791,42,Together,Graduation,44964,1,17,0,1,3,8,AUS
5304,48,Single,PhD,30899,0,8,0,1,3,6,SA
2426,58,Divorced,PhD,78825,74,114,37,5,13,3,Spain
35,35,Married,Graduation,25545,1,64,12,2,3,6,Spain
8041,51,Widow,PhD,47111,71,153,112,3,10,9,SA
3584,67,Single,PhD,49667,26,120,13,5,5,8,Canada
7718,75,Together,Master,66000,51,270,0,1,5,1,Spain
8605,58,Together,PhD,46910,0,14,0,2,3,6,Spain
1646,50,Married,Basic,25224,9,12,2,1,3,3,Canada
9206,54,Together,Graduation,77382,48,231,105,5,12,1,Spain
10757,55,Divorced,PhD,28420,2,5,0,1,2,6,Spain
6885,45,Divorced,Graduation,32952,0,12,1,2,3,7,Canada
907,47,Married,Graduation,46149,6,71,0,5,7,5,Spain
1150,123,Together,PhD,83532,144,562,64,4,4,1,Spain
3867,75,Together,PhD,73059,112,420,82,9,13,4,Spain
3859,75,Together,PhD,73059,112,420,82,9,13,4,SA
3265,63,Married,Graduation,35701,1,9,3,1,3,6,Spain
4418,39,Single,Master,89616,47,655,111,7,12,2,Canada
4611,52,Together,Graduation,105471,181,104,21,9,13,3,Spain
4530,74,Widow,Master,78427,19,595,26,3,10,3,Germany
7736,36,Married,Graduation,22518,7,12,2,2,2,5,Spain
9949,46,Married,Graduation,59809,16,141,41,3,6,8,Canada
942,40,Single,Graduation,39660,13,78,13,7,3,9,Spain
6181,72,Together,Basic,52203,21,238,108,8,11,6,US
7660,49,Alone,PhD,35860,0,8,2,1,2,5,Canada
2055,49,Divorced,PhD,35860,0,8,2,1,2,5,Spain
5107,49,Divorced,PhD,35860,0,8,2,1,2,5,Spain
1626,49,Divorced,PhD,35860,0,8,2,1,2,5,SA
6428,72,Widow,PhD,76842,10,345,54,1,7,0,Spain
9617,71,Single,Graduation,15033,4,5,0,1,3,3,SA
4339,52,Married,PhD,67353,17,151,8,5,12,2,AUS
7235,47,Married,Basic,17003,5,12,8,2,4,5,Germany
8527,57,Together,Master,65735,7,119,15,6,6,7,Spain
1968,51,Widow,Graduation,45684,1,5,0,1,2,7,SA
9862,53,Together,Graduation,21918,6,7,5,2,3,6,Canada
11075,44,Married,Graduation,51267,2,64,2,3,5,4,Canada
6658,50,Together,Graduation,59868,51,154,10,11,12,6,Spain
4552,31,Married,Graduation,51373,2,101,26,3,3,4,Spain
10377,64,Together,Master,46692,6,97,12,6,5,6,Spain
5336,51,Together,Master,157733,1,9,0,1,1,1,Spain
10350,72,Married,PhD,54432,0,5,0,1,3,4,Spain
11071,38,Single,Graduation,79607,133,951,0,3,6,1,Canada
11100,50,Divorced,Graduation,51813,2,7,1,2,3,7,Canada
6516,33,Married,Basic,17487,0,1,4,1,2,7,AUS
1734,54,Together,PhD,40706,0,11,2,3,4,7,SA
2131,63,Divorced,PhD,62859,89,102,12,9,6,6,Spain
6439,64,Married,Graduation,61074,0,133,28,11,8,7,SA
10591,53,Widow,Graduation,43638,10,83,19,4,4,7,Spain
9797,66,Married,Graduation,58116,19,130,11,3,8,2,Spain
9336,53,Widow,PhD,62187,0,83,0,6,10,4,Spain
2174,68,Single,Graduation,46344,1,6,1,1,2,5,US
3197,42,Married,Graduation,77353,59,107,101,6,8,4,Spain
9185,56,Single,PhD,69759,20,514,30,4,5,3,Spain
905,36,Divorced,Graduation,21846,17,18,10,4,3,8,SA
10858,47,Together,Graduation,76532,30,177,138,9,7,5,Spain
8925,57,Married,Master,70053,53,98,179,8,10,5,Spain
2499,64,Single,Basic,75342,97,97,118,5,10,4,Spain
1109,40,Together,Master,27590,0,5,0,1,2,7,Spain
326,49,Married,Graduation,51148,6,45,9,5,6,6,India
10967,59,Divorced,Graduation,33378,6,40,7,2,4,7,SA
5370,49,Married,PhD,32644,3,141,7,7,6,8,Spain
2098,53,Married,PhD,33581,0,5,0,1,2,8,Spain
1773,44,Married,Basic,12393,6,15,7,2,3,9,SA
5036,38,Single,PhD,42710,3,42,3,4,3,6,Spain
4856,65,Married,Basic,82347,54,845,133,7,10,3,India
8722,65,Married,Basic,82347,54,845,133,7,10,3,Canada
2156,67,Married,PhD,22554,0,10,0,2,4,5,Spain
2569,35,Married,Graduation,17323,14,17,1,1,3,8,US
10151,62,Divorced,Graduation,62204,46,247,46,4,12,3,Spain
10473,66,Widow,PhD,78028,19,288,0,6,9,7,Spain
7079,60,Divorced,Graduation,63887,23,207,11,9,12,6,SA
6875,57,Together,PhD,32727,13,180,13,7,5,8,Canada
6728,37,Together,Graduation,29103,0,17,3,1,3,9,Spain
2471,57,Married,Graduation,61482,58,68,66,3,6,2,SA
49,52,Single,Graduation,20587,3,6,1,1,2,7,Canada
4973,52,Single,Graduation,20587,3,6,1,1,2,7,Canada
6387,46,Together,PhD,52190,0,17,0,2,3,5,SA
